Disease,Symptom_1,Symptom_2,Symptom_3
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium
Jaundice,itching, vomiting, fatigue
Jaundice,itching, vomiting, fatigue
Jaundice, vomiting, fatigue, weight_loss
Jaundice,itching, fatigue, weight_loss
Jaundice,itching, vomiting, weight_loss
Jaundice,itching, vomiting, fatigue
Jaundice,itching, vomiting, fatigue
Jaundice,itching, vomiting, fatigue
Jaundice,itching, vomiting, fatigue
Jaundice,itching, vomiting, fatigue
Malaria, chills, vomiting, high_fever
Malaria, chills, vomiting, high_fever
Malaria, chills, vomiting, high_fever
Malaria, vomiting, high_fever, sweating
Malaria, chills, high_fever, sweating
Malaria, chills, vomiting, sweating
Malaria, chills, vomiting, high_fever
Malaria, chills, vomiting, high_fever
Malaria, chills, vomiting, high_fever
Malaria, chills, vomiting, high_fever
Chicken pox,itching, skin_rash, fatigue
Chicken pox, skin_rash, fatigue, lethargy
Chicken pox,itching, fatigue, lethargy
Chicken pox,itching, skin_rash, lethargy
Chicken pox,itching, skin_rash, fatigue
Chicken pox,itching, skin_rash, fatigue
Chicken pox,itching, skin_rash, fatigue
Chicken pox,itching, skin_rash, fatigue
Chicken pox,itching, skin_rash, fatigue
Chicken pox,itching, skin_rash, fatigue
Dengue, skin_rash, chills, joint_pain
Dengue, skin_rash, chills, joint_pain
Dengue, skin_rash, chills, joint_pain
Dengue, skin_rash, chills, joint_pain
Dengue, chills, joint_pain, vomiting
Dengue, skin_rash, joint_pain, vomiting
Dengue, skin_rash, chills, vomiting
Dengue, skin_rash, chills, joint_pain
Dengue, skin_rash, chills, joint_pain
Dengue, skin_rash, chills, joint_pain
Typhoid, chills, vomiting, fatigue
Typhoid, chills, vomiting, fatigue
Typhoid, chills, vomiting, fatigue
Typhoid, chills, vomiting, fatigue
Typhoid, chills, vomiting, fatigue
Typhoid, chills, vomiting, fatigue
Typhoid, chills, vomiting, fatigue
Typhoid, chills, vomiting, fatigue
Typhoid, chills, vomiting, fatigue
Typhoid, chills, fatigue, high_fever
hepatitis A, joint_pain, vomiting, yellowish_skin
hepatitis A, joint_pain, vomiting, yellowish_skin
hepatitis A, vomiting, yellowish_skin, dark_urine
hepatitis A, joint_pain, yellowish_skin, dark_urine
hepatitis A, joint_pain, vomiting, dark_urine
hepatitis A, joint_pain, vomiting, yellowish_skin
hepatitis A, joint_pain, vomiting, yellowish_skin
hepatitis A, joint_pain, vomiting, yellowish_skin
hepatitis A, joint_pain, vomiting, yellowish_skin
hepatitis A, joint_pain, vomiting, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis B,itching, fatigue, lethargy
Hepatitis B, fatigue, lethargy, yellowish_skin
Hepatitis B,itching, lethargy, yellowish_skin
Hepatitis B,itching, fatigue, yellowish_skin
Hepatitis B,itching, fatigue, lethargy
Hepatitis B,itching, fatigue, lethargy
Hepatitis B,itching, fatigue, lethargy
Hepatitis B,itching, fatigue, lethargy
Hepatitis B,itching, fatigue, lethargy
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis C, yellowish_skin, nausea, loss_of_appetite
Hepatitis C, fatigue, nausea, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, loss_of_appetite
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis C, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis D, vomiting, fatigue, yellowish_skin
Hepatitis D, joint_pain, fatigue, yellowish_skin
Hepatitis D, joint_pain, vomiting, yellowish_skin
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis D, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Hepatitis E, vomiting, fatigue, high_fever
Hepatitis E, joint_pain, fatigue, high_fever
Hepatitis E, joint_pain, vomiting, high_fever
Hepatitis E, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Hepatitis E, joint_pain, vomiting, fatigue
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
Tuberculosis, chills, vomiting, fatigue
Tuberculosis, chills, vomiting, fatigue
Tuberculosis, vomiting, fatigue, weight_loss
Tuberculosis, chills, fatigue, weight_loss
Tuberculosis, chills, vomiting, weight_loss
Tuberculosis, chills, vomiting, fatigue
Tuberculosis, chills, vomiting, fatigue
Tuberculosis, chills, vomiting, fatigue
Tuberculosis, chills, vomiting, fatigue
Tuberculosis, chills, vomiting, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Common Cold, chills, fatigue, cough
Common Cold, continuous_sneezing, fatigue, cough
Common Cold, continuous_sneezing, chills, cough
Common Cold, continuous_sneezing, chills, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Common Cold, continuous_sneezing, chills, fatigue
Pneumonia, chills, fatigue, cough
Pneumonia, chills, fatigue, cough
Pneumonia, chills, fatigue, cough
Pneumonia, fatigue, cough, high_fever
Pneumonia, chills, cough, high_fever
Pneumonia, chills, fatigue, high_fever
Pneumonia, chills, fatigue, cough
Pneumonia, chills, fatigue, cough
Pneumonia, chills, fatigue, cough
Pneumonia, chills, fatigue, cough
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool
Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
Heart attack, vomiting, breathlessness, sweating
Heart attack, vomiting, breathlessness, sweating
Heart attack, breathlessness, sweating, chest_pain
Heart attack, vomiting, sweating, chest_pain
Heart attack, vomiting, breathlessness, chest_pain
Heart attack, vomiting, breathlessness, sweating
Heart attack, vomiting, breathlessness, sweating
Heart attack, breathlessness, sweating, chest_pain
Heart attack, vomiting, sweating, chest_pain
Heart attack, vomiting, breathlessness, chest_pain
Varicose veins, fatigue, cramps, bruising
Varicose veins, fatigue, cramps, bruising
Varicose veins, cramps, bruising, obesity
Varicose veins, fatigue, bruising, obesity
Varicose veins, fatigue, cramps, obesity
Varicose veins, fatigue, cramps, bruising
Varicose veins, fatigue, cramps, bruising
Varicose veins, fatigue, cramps, bruising
Varicose veins, fatigue, cramps, bruising
Varicose veins, fatigue, cramps, bruising
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings
Hypothyroidism, fatigue, cold_hands_and_feets, mood_swings
Hypothyroidism, fatigue, weight_gain, mood_swings
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hyperthyroidism, mood_swings, weight_loss, restlessness
Hyperthyroidism, fatigue, weight_loss, restlessness
Hyperthyroidism, fatigue, mood_swings, restlessness
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hyperthyroidism, fatigue, mood_swings, weight_loss
Hypoglycemia, vomiting, fatigue, anxiety
Hypoglycemia, vomiting, fatigue, anxiety
Hypoglycemia, vomiting, fatigue, anxiety
Hypoglycemia, fatigue, anxiety, sweating
Hypoglycemia, vomiting, anxiety, sweating
Hypoglycemia, vomiting, fatigue, sweating
Hypoglycemia, vomiting, fatigue, anxiety
Hypoglycemia, vomiting, fatigue, anxiety
Hypoglycemia, vomiting, fatigue, anxiety
Hypoglycemia, vomiting, fatigue, anxiety
Osteoarthristis, joint_pain, neck_pain, knee_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain
Osteoarthristis, neck_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, knee_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, hip_joint_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain
Osteoarthristis, joint_pain, neck_pain, knee_pain
Arthritis, muscle_weakness, stiff_neck, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints
Arthritis, stiff_neck, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, swelling_joints, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, movement_stiffness
Arthritis, muscle_weakness, stiff_neck, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints
Arthritis, muscle_weakness, stiff_neck, swelling_joints
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
Acne, skin_rash, pus_filled_pimples, blackheads
Acne, skin_rash, pus_filled_pimples, blackheads
Acne, pus_filled_pimples, blackheads, scurring
Acne, skin_rash, blackheads, scurring
Acne, skin_rash, pus_filled_pimples, scurring
Acne, skin_rash, pus_filled_pimples, blackheads
Acne, skin_rash, pus_filled_pimples, blackheads
Acne, skin_rash, pus_filled_pimples, blackheads
Acne, skin_rash, pus_filled_pimples, scurring
Acne, skin_rash, blackheads, scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
Urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
Urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling
Psoriasis, skin_rash, joint_pain, skin_peeling
Psoriasis, joint_pain, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, skin_peeling, silver_like_dusting
Psoriasis, skin_rash, joint_pain, silver_like_dusting
Psoriasis, skin_rash, joint_pain, skin_peeling
Psoriasis, skin_rash, joint_pain, skin_peeling
Psoriasis, skin_rash, joint_pain, skin_peeling
Psoriasis, skin_rash, joint_pain, skin_peeling
Psoriasis, skin_rash, joint_pain, skin_peeling
Impetigo, skin_rash, high_fever, blister
Impetigo, skin_rash, high_fever, blister
Impetigo, high_fever, blister, red_sore_around_nose
Impetigo, skin_rash, blister, red_sore_around_nose
Impetigo, skin_rash, blister, red_sore_around_nose
Impetigo, skin_rash, high_fever, red_sore_around_nose
Impetigo, skin_rash, high_fever, blister
Impetigo, skin_rash, high_fever, blister
Impetigo, skin_rash, high_fever, blister
Impetigo, skin_rash, blister, red_sore_around_nose
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches
Fungal infection,itching, skin_rash, dischromic _patches
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches
Fungal infection,itching, nodal_skin_eruptions, dischromic _patches
Fungal infection,itching, skin_rash, dischromic _patches
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Fungal infection,itching, skin_rash, nodal_skin_eruptions
Allergy, continuous_sneezing, shivering, chills
Allergy, shivering, chills, watering_from_eyes
Allergy, continuous_sneezing, chills, watering_from_eyes
Allergy, continuous_sneezing, shivering, watering_from_eyes
Allergy, continuous_sneezing, shivering, chills
Allergy, shivering, chills, watering_from_eyes
Allergy, continuous_sneezing, chills, watering_from_eyes
Allergy, continuous_sneezing, shivering, watering_from_eyes
Allergy, continuous_sneezing, shivering, chills
Allergy, continuous_sneezing, shivering, chills
GERD, stomach_pain, acidity, ulcers_on_tongue
GERD, stomach_pain, ulcers_on_tongue, vomiting
GERD, stomach_pain, acidity, vomiting
GERD, stomach_pain, acidity, ulcers_on_tongue
GERD, stomach_pain, acidity, ulcers_on_tongue
GERD, stomach_pain, acidity, ulcers_on_tongue
GERD, acidity, ulcers_on_tongue, vomiting
GERD, stomach_pain, ulcers_on_tongue, vomiting
GERD, stomach_pain, acidity, vomiting
GERD, stomach_pain, acidity, ulcers_on_tongue
Chronic cholestasis,itching, vomiting, yellowish_skin
Chronic cholestasis, vomiting, yellowish_skin, nausea
Chronic cholestasis,itching, yellowish_skin, nausea
Chronic cholestasis,itching, vomiting, nausea
Chronic cholestasis,itching, vomiting, yellowish_skin
Chronic cholestasis,itching, vomiting, yellowish_skin
Chronic cholestasis,itching, vomiting, yellowish_skin
Chronic cholestasis,itching, vomiting, yellowish_skin
Chronic cholestasis,itching, vomiting, yellowish_skin
Chronic cholestasis,itching, vomiting, yellowish_skin
Drug Reaction,itching, skin_rash, stomach_pain
Drug Reaction,itching, stomach_pain, burning_micturition
Drug Reaction,itching, skin_rash, burning_micturition
Drug Reaction,itching, skin_rash, stomach_pain
Drug Reaction,itching, skin_rash, stomach_pain
Drug Reaction, skin_rash, stomach_pain, burning_micturition
Drug Reaction,itching, stomach_pain, burning_micturition
Drug Reaction,itching, skin_rash, burning_micturition
Drug Reaction,itching, skin_rash, stomach_pain
Drug Reaction,itching, skin_rash, stomach_pain
Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain
Peptic ulcer diseae, vomiting, indigestion, abdominal_pain
Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain
